Title,Content,Target Organization,Label 1,Label 2,Label 3,Label 4,Label 5
Telehealth pharmacy company RxLive raises $1.9 million after Covid boom,"TBBJ & Inno Reporter, Tampa Bay Business Journal
May 3, 2021
A St. Petersburg-based telehealth startup has raised more than $1.9 million after increasing business by roughly 10 times over the last year.
RxLive, which provides access to pharmacists via its telehealth platform closed the round late last year and recently filed the funding with the U.S. Securities and Exchange Commission It was a culmination of $1.4 million in debt funding turned into a convertible note, with some new equity funding added. St. Petersburg-based Seedfunders, an investment firm focused on early-stage companies, led the round.
""Were growing significantly; were expanding our team, investing in technology, and really focused on commercialization,"" RxLive co-founder Mark Engelensaid.
The company currently employs seven full-time employees with many contractors, and Engelen hopes to hit 100 total employees by the end of the year, with roughly 10 of those being non-contractors. The company spans 28 states.
""During Covid, we used that as an opportunity to really invest, to build the software to deploy,"" Engelen said. ""So now we have a really robust platform, as well as machine learning and other meaningful analytics to deploy.""
Those analytics help with patient selection for the proper pharmacist, patient monitoring and intervention.
He said the company is set for funding through the rest of the year and is undergoing an insider investment round. Engelen added the company would most likely open a seed round in Q1 of 2022 with a goal of $3 million to $5 million.
Medtech and telehealth industries have been among the biggest winners during the coronavirus pandemic, with many clients forced to adopt technology when in-person appointments were no longer options. While Engelen believes some appointments will be pivoting back to in-person, others, he said, cannot go back to the way things were.
""Ithink there's a difference of the role in the physician and engagement of the physician, and people will go see their doctor in person,"" he said. ""But for behavioral health, pharmacy or nutrition, I think the convenience of being able to talk to the clinician over telehealth is the genie in the bottle"" and can't go back to how it was.
Want more tech and startup news? Sign up for our free newsletter",RXLive,funding round,executive statement,,,
Este Medical Group Is a Name to Watch Out for in the Cosmetic and Skin Treatment Industry : Sectors : Venture Capital Post,"by Ernest Hamilton
Some might think the cosmetic, skin, and hair care industries would have taken a massive hit from the COVID-19 pandemic. However, thanks to all the Zoom meetings and working from home, people are having to sit in front of their computer screens all the time, which is taking a toll on their face and skin. This, in turn, is making more and more people interested in cosmetic treatments. Este Medical Group is a reputable company that is leveraging this situation by offering cosmetic treatments to people all over the world.
Este Medical Group offers a wide range of cosmetic services carried out by industry professionals. Their clinics treat over 200 people per day, seven days a week. Some of their most popular treatments include laser hair regrowth, hair transplants, skin pigmentation, and hair removal. The company was first formed in 2015 by Founder and Director Sam Cinkir with its roots in Turkey, and their first clinic in the U.K. was opened in Birmingham. They now have locations throughout the U.K. in London, Manchester, Leeds, Nottingham, and Sutton Coldfield, as well as international locations in Glasgow, Istanbul, Romania, Milan, and Bangladesh. All of the procedures in the U.K. clinics are non-invasive, with surgeries taking place at their Turkey location. ""We opened three new locations during the lockdown,"" Cinkir said. ""It was risky, but we wanted to use this as a business opportunity. Since we didn't have as many things to worry about on a day-to-day business, we focused on long-term development.""
Este Medical Group is on track to grow even more in the days ahead. Cinkir and his company want to open clinics in a minimum of 30 cities and towns across the U.K. and eventually build a hospital for surgical needs. ""It's definitely ambitious, but I'm passionate about bringing safe and affordable skin and hair treatment to people. We love to see and hear about our patients' amazing results.""
If looking at your face during your work Zoom meetings has you down, consider visiting one of Este Medical Group's clinics or taking an online consultation. They'll make sure you look your best for the post-pandemic world.
2021 VCPOST, All rights reserved. Do not reproduce without permission.
Related Articles",Este Medical Group,expanding geography,company description,executive statement,,
Insurance Technology: Policygenius Raises $125M; Players Health Raises $28M,"0 Comments
Insurance brokerage platform Policygenius announced the closing of $125 million of new growth capital, bringing the insurtechs total funding to more than $250 million.
The platform, launched in 2014, allows customers looking for life, disability, home and auto insurance to search and buy policies and manage their insurance portfolios.
The company said it will use the new capital to continue to invest in the growth of its core businesses, as well as new no-exam life insurance offerings and Policygenius Pro, which opens the life insurance platform to business-to-business distribution partners.
Since 2014, it has sold $160 billion in all insurance coverages, according to the company. The agency said it wrote $40 billion of new life insurance coverage, nearly 70% more than it wrote in 2019.
All existing major investors participated in the latest round, including KKR, Norwest Venture Partners, and Revolution Ventures. New investors included several of the largest annuity and life insurance carriers in North America, like Brighthouse Financial, Global Atlantic Financial Group, iA Financial Group, Lincoln Financial, and Pacific Life.
The investment of these carriers is in addition to investment by existing investors that included AXA Venture Partners and MassMutual Ventures.
Also, as part of the financing round, ORIX Corp. USAs Growth Capital group provided a new credit facility for the company to help finance its growth, and Policygenius refinanced its existing senior loan facility with JPMorgan Chase.
Policygenius Inc., a Delaware corporation with its principal place of business in New York, New York, is a licensed independent insurance broker.
Users can shop for policies from top insurers including Allstate, Travelers, Nationwide, Liberty Mutual, Progressive, AIG, Chubb, Hippo, MetLife, Prudential, Lincoln Financial and Pacific Life.
Players Health Raises $28 Million
Youth sports platform Players Health has closed on a $28 million funding round to further its mission of creating safer and more accessible environments for kids to play sports.
The technology platforms lead investors for this round of funding include three-time NBA Champion Andre Iguodalas firm Mastry Ventures, and global specialty insurer and reinsurer SiriusPoint Ltd. In addition, current investors RPM Ventures, EOS Venture Partners, and Will Ventures also contributed to the latest round of funding.
Players Health uses technology, unique data insights, and risk management, along with a suite of insurance products, to help protect young athletes. Players Health is currently working with organizations such as U.S. Youth Soccer, NFL Flag Football, i9 Sports, and USA Cheer.
Today more than ever before, mental and physical health and safety are paramount in sports, at every level, said Iguodala of the Golden State Warriors. Growing up playing multiple sports and now having kids of my own, the next generation of athletes deserve a safe and accessible environment and experience. Im proud to invest in Players Health to ensure athletes feel safe in every sports endeavor on and off the field and court.
Minneapolis-based Players Health said it will use the funds to continue to invest in technology and people to expand safety and insurance offerings for sports organizations.
Current offerings from Players Health include coaching and staff credentialing; education and training; injury reporting and safety scores; abuse reporting and investigations; and insurance products including general liability, accident & health, professional liability and property, as well as claims reporting.
Topics",Citadel Insurance,funding round,executive statement,company description,,
Altru president says cuts come outside of direct patient-care departments,"Jun 6th 2020 - 7am.

Altru Health System, the Grand Forks-based medical care group that shed 167 jobs this week, continues to forge ahead in an economic landscape reshaped by the coronavirus pandemic.
Its unclear how much more tumult is in store for the group, given the sudden shifts in revenue that have struck the entire health care industry  which, for Altru, arrived at a financial low ebb. But Dr. Steven Weiser, the groups president, said in a Herald interview that recent cuts were targeted in positions outside direct patient care, including human resources, marketing and the like.
There were none that were directed at patient-care roles, such as nurses or therapists, for that matter, Weiser said, adding that about 80% of the job losses were in the Grand Forks area. Were going to come out of it and continue to do what we do day to day, which is take good care of our community and the region that we serve. You know, navigating these financial challenges are difficult, but at the end of the day, we have to do them purposefully with the one goal in mind, which is to serve our purpose of patient care.
Related: Altru Health System lays off 167 workers
Weiser addressed the cuts and the future of the company in an interview with the Herald this week, which comes after other North Dakota health care groups have grappled with cuts of their own  made necessary as coronavirus forces hospitals to take expensive preparatory measures and as patients delay non-emergency procedures. Sanford Fargo reported a 40% drop in patient volume one month ago, and the Minot Daily News reported as early as April on furloughs and revenue losses at Trinity Health. At Altru, Weiser said, theres also been a big revenue slowdown, and Altru had already announced cuts in executive pay and staffing hours.
listen live
watch live
Health care is a business model with very thin margins, Keith Lund, president and CEO of the local economic development corporation, said. Any crisis such as (the coronavirus pandemic) is going to put a significant amount of stress on that business model.
Related: As revenue decreases, hospitals in GF region worry about bottom line
Hospitals have been buoyed in part by federal funds that help prop up businesses during the coronavirus slowdown, but Weiser stressed that Altru is positioning itself not to expect any more than its already received  like the $10.6 million Weiser said Altru has gotten under the federal CARES Act, which he said amounted to a relative drop in the bucket for the hospital of just a few days cash on hand.
Its not anything long-term sustainable, he said. ... (And) I dont think the government is going to be able to print more money to bail anything out. Altru Health System will adapt to what our challenges are. Well take what other support we may get, but we dont count on any further support.
Altrus financial position has shifted greatly during the last four years as it has weathered a 2016 structural failure at its Grand Forks clinic, leading to a nine-figure hospital project that drained cash reserves and has since been put on hold during the pandemic. Financial records for the company show that it had as much as 150 operating days worth of cash on hand at the end of the second quarter of 2016. That number fell precipitously in 2019, going as low as about 107 days at the end of the third quarter, and recovered to about 125.5 days by the end of March  right as the pandemic was hitting.
Weiser said thats still roughly where the figure sits as of early June, though hed certainly like it higher. He also pointed out that the hospital is beholden to the economy and patients financial means.
(Patients) need to have the ability to come and get care and pay for their coverage, and those are all things that are at great risk, he said. And getting our economy back is probably a big step toward people focusing on their health care as well.
The companys financial records have also been deleted from Altrus website, where internet archival records show they had been for at least nine years. A spokesperson said they were deleted from the site to remove a redundancy with a separate public financial reporting site, where the Herald obtained them.
Brad Gibbens, the deputy director of UNDs Center for Rural Health, holds out hope that theres enough federal dollars to continue to meaningfully help hospitals around the country. He spoke to the Herald last month on the extraordinary economic changes facing the health care system, especially for North Dakotas smallest hospitals.
""If you're already in a situation where you're bleeding money, and you lose all of your outpatient and elective surgeries  it just adds on top of all the problems you have, he said of Altru. That's why the federal dollars coming in are lifesavers. Hopefully, the dollars stretch far enough that when the dollars start to run out  they can get upright again.""
And Gibbens points out that, despite the pain of the layoffs, he sees a company that saves lives trying to do its best with what it has.
""The average layperson doesn't understand health care finances. They just see it as the big, bad evil Altru taking livelihood from people, he said. And certainly that's not what Altru is trying to do. It's trying to survive.
Steven Weiser, MD, president of Altru Health System
Submitted photo",Altru Health System,executive statement,,,,
GA-EMS weather satellite to collect data for Space Force,"Military Embedded Systems
GA-EMS image.
SAN DIEGO, Calif. General Atomics Electromagnetic Systems (GA-EMS) announced that the U.S. Space Force (USSF) Space Systems Command has elected to exercise a follow-on option that will aim toprovide a prototype weather satellite that can produce operational data as part of the Electro-Optical Infrared (EO/IR) Weather System (EWS) satellite program.
According to the company,GA-EMS will deliver the EWS spacecraft with an integrated electro-optical (EO)/infrared (IR) payload along with on-orbit mission control and data collection services to support the mission.
EWS is intended tosupport the transition from the Defense Meteorological Support Program (DMSP) on-orbit systems to a new generation of affordable, high performance, small weather satellites. Satellite launch is anticipated in 2024.
As the prime contractor, GA-EMS claims the company has assembled an experienced team to deliver the EWS satellites. The team includes EO Vista, LLC to provide the EO/IR weather sensor payload, Atmospheric and Environmental Research (AER) Inc. for weather product expertise, and Parsons Corporation to provide Enterprise Ground Station command and control and operations support.
",EMSystems,executive statement,,,,
Skillsoft Stock is a Labor and Talent Development Play,"Skillsoft (NYSE: SKIL)
stock has been a key reopeningand return to workbenefactor. The provider of professional development and coaching services is a post-pandemic winner as workers not only return to work but seek higher-paying opportunities with development and certification services. Skillsoft benefits from the tightening labor workforce which bolsters demand for its educational content. Corporations are also finding it more cost-effective to invest in its workforceand mold talent, rather than seek outside talent at a premium. This falls right into Skillsofts wheelhouse. The total addressable market (TAM) for global professional learning is estimated around $300 billion and growing at 10% annually. Self-paced professional eLearning from
really became mainstream in terms of adoption during the pandemic but the reopeningtrend has accelerated the investment by corporations to bolster and nurture its workforce. Skillsoft is ranked number one in leadership and business skills category, number two in the technology and developer segment and number two in the compliance segment based on revenue. Prudent investors seeking exposure in the
and strong labor market can watch for opportunistic pullbacks in shares of Skillsoft.
Q2 Fiscal 2022 Earnings Release
On Sept. 14, 2021, Skillsoft reported its fiscal Q2 2022 results for the quarter ending July 2021. The Company reported adjusted revenues of $176 million, up 5% year-over-year (YoY) and adjusted EBITDA of $43 million, up 2% YoY. Bookings exceed expectations by 18%. Percipio bookings rose 47%, highlighting new product momentum and platform migration. The Company acquired Pluma for $22 million, which adds digital coaching and more professional development solutions. The Company achieved strong bookings growth across three segments: Content Learning up 9%, Global Knowledge up 30% and SumTotal up 15%.
CEO Comments
Skillsoft CEO Jeffrey Tarr commented, We are pleased with Skillsofts strong performance during our initial quarter as a public company. We delivered double-digit bookings growth, won multiple new blue-chip customers, and acquired fast-growing digital coaching platform Pluma, enabling us to offer an on-demand, executive-quality leadership development solution to our customers, which include approximately 70% of the Fortune 1000. We see substantial opportunity to extend our leadership in the rapidly expanding and highly fragmented corporate learning industry as we innovate and invest in growth. Our new leadership team is executing well against our strategic priorities, and we are well-positioned to create significant value for our customers, shareholders and other stakeholders.
Updated Guidance
Skillsoft raised its guidance metrics for full fiscal year 2022. The Company expects bookings to grow to $690 million to $710 million from previous outlook for $660 million to $690 million. Adjusted revenue estimates were raised to $670 million to $690 million, up from $645 million to $6675 million. Adjusted EBIDTA remains unchanged at $155 million to $175 million.
SKIL Opportunistic Pullback Levels
Using the rifle chartson the weekly and daily time frames provide a precision view of the landscape for SKIL stock. The weekly rifle chart breakout has a rising 5-period moving average (MA) support near the $10.38 Fibonacci (fib) level The weekly stochastic formed a mini pup with weekly upper Bollinger Bands (BBs) at $11.09. The weekly 15-period MA support is rising at $9.66. The daily rifle chart triggered the market structure low (MSL)buy signal a breakout above $9.01 level. The daily 5-period MA support is rising at $10.31 followed by the 15-period MA support at $10.01. The daily upper BBs sit at the $11.05 fib. The $9.82 acts as a daily market structure high (MSH) sell trigger. Rather than chasing, prudent investors can watch for opportunistic pullback levels at the $10.24 fib, $9.70 fib, $9.40 fib, $9.04 fib, $8.76 fib, and the $8.56 fib level. Upside trajectories range from the $12.00 fib to the $14.36 fib level.
Should you invest $1,000 in right now?
Before you consider , you'll want to hear this.
MarketBeat keeps track of Wall Street's top-rated and best performing research analysts and the stocks they recommend to their clients on a daily basis. MarketBeat has identified the five stocks that top analysts are quietly whispering to their clients to buy now before the broader market catches on... and wasn't on the list.
While currently has a """" rating among analysts, top-rated analysts believe these five stocks are better buys.
Free Email Newsletter
Complete the form below to receive the latest headlines and analysts' recommendations for your stocks with our free daily email newsletter:
Email Address",Skil,executive statement,,,,
SHAREHOLDER ALERT: Kaskela Law LLC Announces Investigation,"SHAREHOLDER ALERT: Kaskela Law LLC Announces Investigation of Skillsoft Corp. (SKIL) and Encourages SKIL Stockholders to Contact the Firm
February 28, 2022 06:00 ET
| Source:
Kaskela Law
Radnor, Pennsylvania, UNITED STATES
PHILADELPHIA, Feb. 28, 2022 (GLOBE NEWSWIRE) -- Kaskela Law LLC announces that is investigating Skillsoft Corp. (NYSE: SKIL) on behalf of the Companys stockholders.
On December 22, 2021, Skillsoft announced that it had entered into an agreement to acquire Codecademy in a cash and stock transaction valued at $525 million. In connection with the proposed transaction, Skillsoft has disclosed that it expects to issue approximately $320 million of the companys common stock to Codeacademy investors. Since the announcement of the proposed transaction, shares of Skillsofts common stock have declined approximately $3.50 per share, or 35% in value, to recently close at $6.46 per share.
The investigation seeks to determine whether Skillsoft and/or the companys officers and directors violated the securities laws or breached their fiduciary duties to Skillsoft shareholders in connection with the proposed transaction, and whether Skillsoft stockholders have received all material information about the proposed transaction.
Skillsoft shareholders are encouraged to contact Kaskela Law LLC (Adrienne Bell, Esq.) at (484) 229 0750, or by email (",Skil,executive statement,,,,
Exclusive Photos of HiOS TECNO's new custom User Interface,"Exclusive Photos of HiOS, TECNOs new custom User Interface
Posted by
Mister Mobility
advertisements
We have it on good authority that like Infinix Mobility has done with XUI, its sister company, TECNO, is working on a customized user interface and services for its Android smartphones to be launched soon.
advertisements
We will bring you more details of what to expect as soon as we have more information. In the meantime, enjoy two screenshots of what the new UI looks like.
advertisements",Custom Interface,product launching & presentation,,,,
University of Tennessee takes Pride Month online with virtual march,"9:00 AM EDT June 16, 2020
Updated:
9:03 AM EDT June 16, 2020
KNOXVILLE, Tenn.  June is Pride Month, but it could be hard to tell without any of the usual celebrations that mark it. The coronavirus pandemic has caused several groups to cancel their usual plans, the University of Tennessee included.
Instead, UT is going virtual for its pride month celebrations. The university is challenging students to walk, jog or run a mile to complete a challenge through the JustMove app. Officials also said they encourage people to dress in pride gear while they complete their mile.
The app is a free virtual racing and fitness app that allows people to create racing challenges and invite people to participate in them. It's available for Android and iPhone.
The Virtual Pride March can take place anytime between June 15 - 19. Instructions on how to participate in the challenge can be found on UT's website
UTK Pride Center
Some folks reppin' our gear and cause for our Virtual Pride March th... is week! -- While in-person Pride month celebrations have been postponed, the Pride Center is continuing our annual celebration through a Virtual Pride March via the JustMove mobile app, taking place ANY TIME during the week of June 15 to June 19!",Just Move,support & philanthropy,,,,
Wall Street Pummels R1 RCM Inc. (RCM) After Recent Earnings Report,"Share on whatsapp
R1 RCM Inc. (NASDAQ:RCM)
went down by -1.59% from its latest closing price compared to the recent 1-year high of $31.28. The companys stock price has collected 3.91% of gains in the last five trading sessions. The Wall Street Journalreported on 01/10/22 that Zynga, Lululemon, Virgin Orbit, Tilray: What to Watch When the Stock Market Opens Today
Is It Worth Investing in R1 RCM Inc. (NASDAQ :RCM) Right Now?
Plus, the 36-month beta value for RCM is at 0.78.
3 Tiny Stocks Primed to Explode
The world's greatest investor  Warren Buffett  has a simple formula for making big money in the markets. He buys up valuable assets when they are very cheap. For stock market investors that means buying up cheap small cap stocks like these with huge upside potential.
We've set up an alert service to help smart investors take full advantage of the small cap stocks primed for big returns.
.
Sponsored
RCM currently public float of 135.10M and currently shorts hold a 4.21% ratio of that float. Today, the average trading volume of RCM was 1.03M shares.
RCMs Market Performance
RCM stocks went up by 3.91% for the week, with a monthly jump of 25.89% and a quarterly performance of 0.97%, while its annual performance rate touched -14.70%. The volatility ratio for the week stands at 4.20% while the volatility levels for the past 30 days are set at 4.48% for R1 RCM Inc.. The simple moving average for the period of the last 20 days is 11.56% for RCM stocks with a simple moving average of 15.13% for the last 200 days.
Analysts Opinion of RCM
Many brokerage firms have already submitted their reports for RCM stocks, with Deutsche Bank repeating the rating for RCM by listing it as a Buy. The predicted price for RCM in the upcoming period, according to Deutsche Bank is $30 based on the research report published on February 09th of the current year 2022.
Jefferies, on the other hand, stated in their research note that they expect to see RCM reach a price target of $28. The rating they have provided for RCM stocks is Buy according to the report published on December 02nd, 2021.
JP Morgan gave a rating of Overweight to RCM, setting the target price at $27 in the report published on October 14th of the previous year.
RCM Trading at 10.08% from the 50-Day Moving Average
After a stumble in the market that brought RCM to its low price for the period of the last 52 weeks, the company was unable to rebound, for now settling with -16.69% of loss for the given period.
Volatility was left at 4.48%, however, over the last 30 days, the volatility rate increased by 4.20%, as shares surge +25.29% for the moving average over the last 20 days. Over the last 50 days, in opposition, the stock is trading +7.24% upper at present.
During the last 5 trading sessions, RCM rose by +3.91%, which changed the moving average for the period of 200-days by +9.27% in comparison to the 20-day moving average, which settled at $23.62. In addition, R1 RCM Inc. saw 2.24% in overturn over a single year, with a tendency to cut further gains.
Insider Trading
Reports are indicating that there were more than several insider trading activities at RCM starting from MANDL ALEX, who sale 140,829 shares at the price of $25.40 back on Nov 18. After this action, MANDL ALEX now owns 93,871 shares of R1 RCM Inc., valued at $3,577,197 using the latest closing price.
MANDL ALEX, the Director of R1 RCM Inc., sale 34,171 shares at $25.60 during a trade that took place back on Nov 17, which means that MANDL ALEX is holding 234,700 shares at $874,641 based on the most recent closing price.
Stock Fundamentals for RCM
Current profitability levels for the company are sitting at:
+11.15 for the present operating margin
+19.16 for the gross margin
The net margin for R1 RCM Inc. stands at +9.21. The total capital return value is set at 16.84, while invested capital returns managed to touch 14.65. Equity return is now at value -192.50, with -39.70 for asset returns.
Based on R1 RCM Inc. (RCM), the companys capital structure generated 187.71 points at debt to equity in total, while total debt to capital is 65.24. Total debt to assets is 53.58, with long-term debt to equity ratio resting at 672.01. Finally, the long-term debt to capital ratio is 60.49.
>> 5 Best Growth Stocks for 2022 <<
When we switch over and look at the enterprise to sales, we see a ratio of 5.58, with the companys debt to enterprise value settled at 0.13. The receivables turnover for the company is 12.08 and the total asset turnover is 1.20. The liquidity ratio also appears to be rather interesting for investors as it stands at 1.70.
Leave a Comment
Your email address will not be published.
Required fields are marked",ABCS RCM,company description,,,,
Frame Fitness: Why Pilates Is the Next Biggest Trend in At-Home Training,"Click to share on Pinterest (Opens in new window)
This article was produced in partnership with Thomas Herd
When you think of Pilates, most people imagine sleek studios filled with women gracefully maneuvering on a reformer. While Pilates is a form of exercise that is typically categorized as one for women, it was actually created by a manJoseph Pilatesand, since its inception, has evolved greatly.
Today, Pilates is one of the leading forms of exercise for professional athletes not just for injury recovery, but when it comes to maintaining specific muscle groups. One up-and-coming company is challenging the way we consider doing Pilates with a reformer that was designed for home use. Meet the Frame Reformer from Frame Fitness.
As the fitness industry has gravitated toward digital at-home fitness over the last two years, and even before, with the integration of companies like Peloton, Mirror, Tonal, Hydrow, and others, Pilates for many years has remained the same. Long-time Pilates instructor and enthusiast CEO of Frame Fitness Melissa Bentivoglio set out to design her own version of an industrial Pilates reformer in 2018. But soon after, even before the onset of the pandemic, Bentivoglio saw a market for Pilates at-home and began developing what is now known as the Frame Reformer.
Made with women and men in mind, the Frame Reformer challenges everything we know about traditional Pilates classes with a reformer that was designed to deliver the same efficacy of an in-studio Pilates classa low-impact, full-body workout that targets every muscle with precision. So while men are generally known for prioritizing mirror muscles and high-intensity workouts, a workout on the Frame Reformer targets smaller stabilizing muscles  and your entire coreeven when your abs arent the targeted muscle group.
With fitness trends gravitating toward the latest and greatest in chic new at-home exercise machines, the Frame Reformer redefines the idea of fitness at home with something thats never been done before. Sure, over the years, there have always been forms of bikes, treadmills, rowers, etc. that have been adapted for home use, but never a Pilates reformer for at-home use thats sleek, minimal, and innovative. As one of the first of its kind to facilitate an inclusive community for Pilates, Frame Fitness is poised as one of the next big disruptors in fitness with their new take on traditional Pilates for home use.
To learn more about Frame Fitness, visit their websiteor follow them on Instagramfor updates.
For access to exclusive gear videos, celebrity interviews, and more,
subscribe on YouTube!
More News",Rehab Pilates,product launching & presentation,,,,
"Clinical Computer Systems, Inc. Announces FDA 510(k) Clearance for OBIX BeCA Fetal Monitor",",
July 15, 2020
/PRNewswire/ -- Clinical Computer Systems, Inc. (CCSI), a leading provider of perinatal software, is looking forward to a successful launch of the new OBIX BeCA fetal monitor which recently obtained FDA 510(k) clearance. Through the cooperative agreement with manufacturer Huntleigh Healthcare Limited, CCSI will be the sole distributor of this fetal monitor in the United States.
Andy Head
, Global Business Development Manager at Huntleigh, comments ""This relationship is very exciting for both organizations. Pairing CCSI's innovative perinatal software with our technology and experience, this new fetal monitor will help clinicians deliver the best obstetric care.""
Darren Meilak
, Huntleigh's Global Head of Marketing adds ""We are looking forward to working with CCSI and assisting hospitals in the care of their moms. It's a testament to the strength of Huntleigh's brand that CCSI chose to work with us. Our wealth of experience, credibility, quality, and strategic thinking complements their approach to help support and improve perinatal healthcare.""
The OBIX BeCA fetal monitor contains Huntleigh's unique, patented ""Locate and Track"" technology that easily detects and maintains contact with the fetal heartbeat. This, combined with high sensitivity ultrasound transducers, supports fetal monitoring in antenatal and labor settings even for moms with difficult assessments, such as early gestation or elevated BMI.
In addition to the OBIX BeCA, comes the launch of a wireless transducer solution, a natural accompaniment called OBIX Freedom. This wireless option allows mom the freedom to ambulate untethered from cables, to settle into a more comfortable position while resting in bed, and to safely submerge for waterbirth monitoring.
""We are very excited to be joining forces with Huntleigh Healthcare to provide the maternity-care market with a new and easy-to-use maternal-fetal monitoring choice for their day-to-day patient care needs. Just like CCSI's approach to innovation and creative solutions, the OBIX BeCA fetal monitor will be a strategic part of our continued support for perinatal healthcare in the U.S., and our commitment to deliver the best in class products and services to those we serve,"" says CCSI Vice President, Business Development Rick Daniells.
About Clinical Computer Systems, Inc.
CCSI is an employee-owned, high technology company located in
Hoffman Estates, Illinois
. For more than 20 years, CCSI has been a leader in perinatal monitoring systems with innovative, customer-driven, products, and support services. The company is dedicated to the development of the OBIX Perinatal Data System and works to incorporate changes in technology, regulations, and standards in the obstetrical department that support hospitals' strategic initiatives.
About Huntleigh Healthcare Limited
A proud member of the Arjo family, Huntleigh has been committed to supporting healthcare professionals in improving outcomes and enhancing patient wellbeing since 1979. They do this through their proven solutions for Vascular Assessment & Treatment and Fetal & Patient Monitoring. With innovation and customer satisfaction as guiding principles, they strive for clinical excellence and improved performance, for life.
For more information, contact",Clinical Computer Systems,product launching & presentation,regulatory approval,alliance & partnership,executive statement,company description
District Cooling Market 2021 Integration of Latest,"Most widely used downstream fields of District Cooling market covered in this report are:
Commercial
Industrial
Other
On the basis of geography, the global District Cooling Market is classified into North America, Europe, Asia-Pacific, Middle East & Africa, and South America. North America region held the largest market share of XX% in the year 2020. This growth is ascertained by the U.S. in the North America region owing to the growing digital signage, technological advancements. The Asia-Pacific region is witnessing fastest growth rate owing to increasing disposal income, growing awareness of high-end technology across both the commercial and consumer segments, increasing industrialization.
Inquire Discount Copy of know Market:
https://www.reportsweb.com/inquiry&RW00014495323/discount?utm_source=OpenPR&utm_medium=10309
There are Chapters Covered in the Global know Market:
Industry Overview of Global District Cooling Market;
Classification, Specifications and Definition of District Cooling Market Segment by Regions;
Complete Market Research, Capacity, Sales and Sales Price Analysis with Company Segment;
Analysis of Regional Market that contains the United States, Europe, India, China, Japan, Korea & Taiwan;
District Cooling Market Analysis by Major Players, The District Cooling Segment Market Analysis (by Type) and (by Application);
Regional Market Trend Analysis, Market Trend by Product Type and by Application:
Chain Analysis, Regional Marketing Type Analysis, Global Trade Type Analysis;
The Global District Cooling industry consumers Analysis;
Research Findings/Conclusion, District Cooling deals channel, traders, distributors, dealers analysis;
Appendix and data source of District Cooling Market.
More
Purchase a copy of know Market research report @
https://www.reportsweb.com/inquiry&RW00014495323/buying?utm_source=OpenPR&utm_medium=10309
Phone: +1-646-791 7070 | +91-(0)-9823445988 Rest of the World
Email: sales@reportsweb.com
www.reportsweb.com
ReportsWeb is a one stop shop of market research reports and solutions to various companies across the globe. We help our clients in their decision support system by helping them choose most relevant and cost effective research reports and solutions from various publishers.
The market research industry has changed in last decade. As corporate focus has shifted to niche markets and emerging countries, a number of publishers have stepped in to fulfil these information needs. We have experienced and trained staff that helps you navigate different options and lets you choose best research solution at most effective cost.
This release was published on openPR.
Permanent link to this press release:
Copy
Please set a link in the press area of your homepage to this press release on openPR. openPR disclaims liability for any content contained in this release.",ReportsWeb,article publication,,,,
Louisville senior living campus sells for $190M,"Representatives for Welltower, AEW and Balfour did not respond to requests for comment Wednesday.
The Balfour campus in Louisville was sold in a series of individual and multi-property transactions:
Balfour Cherrywood Village, an Alzheimers and memory care facility at 282 McCaslin Blvd., sold for $17.5 million
Balfour at Lavender Farms, a retirement and assisted living community at 1800 Plaza Drive, sold for $28 million.
The Lodge and The Residences, Balfours independent living operations at 1331 and 1305 Hecla Drive, sold for $48.5 million.
Another independent living building at 1310 Hecla Drive sold for $35.5 million
The Wellshire at Balfour, a skilled nursing facility at 1855 Plaza Drive, sold for $60.5 million.
The properties include a combined total of more than 300 units.
AWE bought the Hecla Drive properties from Balfour
for $103.8 million in 2014.  The McCaslin Boulevard property was bought by the same company in 2012 for $11 million.
Balfour  founded in 1996 by Michael Schonbrun, a former president of National Jewish Health in Denver  continued to operate the facilities after those transactions. The company has additional operations in Denver, Littleton and Ann Arbor, Michigan.
AWE sold the Balfour at Riverfront Park senior living community at 1550 Little Raven St. in Denver to Welltower in May, according to a
. The value of that deal was $118 million.

LOUISVILLE  A pair of investor groups recently traded the Balfour Senior Living campus in Louisville for a total of $190 million.
The buyer, according to Boulder County public records, was Well Balfour Landlord LLC, an entity affiliated with Welltower Inc. (NYSE:WELL). Welltower is an Ohio-based real estate investment trust that specializes in senior living communities. The seller was an affiliate of Boston investment firm AEW Capital Management LP.",Balfour Senior Living,service & product providing,company description,,,
